port_name,latitude,longitude
Port of Gibraltar,36.14474,-5.35257
Port of Sisimiut (Holsteinsborg),66.93946,-53.6735
Port of Banjul,13.45274,-16.57803
Port of Conakry,9.53795,-13.67729
Port of Bata,1.86391,9.76582
Port of Malabo,3.75578,8.78166
Port of Puerto Barrios,15.72778,-88.59444
Port of Georgetown,6.80448,-58.15527
Port of Hong Kong,22.27832,114.17469
Port of Puerto Castilla,16.01667,-85.96667
Port of Puerto Cortes,15.82562,-87.92968
Port of San Lorenzo,13.42417,-87.44722
Port of Port-au-Prince,18.54349,-72.33881
Port of Banjarmasin,-3.31987,114.59075
Port of Belawan,3.7755,98.6832
Port of Bitung,1.44059,125.12824
Port of Gorontalo,-0.8985,123.3908
Port of Kendari,-3.9778,122.51507
Port of Luwuk,-0.9516,122.7875
Port of Medan,3.58333,98.66667
Port of Palembang,-2.91673,104.7458
Port of Panjang,0.3087,100.6199
Port of Pontianak,-0.03194,109.325
Port of Samarinda,-0.49167,117.14583
Port of Sorong,-0.87956,131.26104
Port of Tarakan,3.31332,117.59152
Port of Tolitoli,1.2718,121.1679
Port of Cork,51.89797,-8.47061
Port of Dublin,53.33306,-6.24889
Port of Ashdod-Tel Aviv,31.79213,34.64966
Port of Ennore,13.24751,80.32835
Port of Haldia,22.06046,88.10975
Port of Krishnapatnam,14.28874,80.12388
Port of Mangalore,12.91723,74.85603
Port of Mundra,22.83918,69.7219
Port of Port Blair,11.66613,92.74635
Port of Abu Al Fulus,30.44783,48.04246
Port of Basra,30.50852,47.7804
Port of Grundarfjordur,64.92427,-23.26313
Port of Reydarfjordur,65.03164,-14.21832
Port of Marina di Carrara,44.03837,10.04142
Port of Monfalcone,45.80463,13.53292
Port of Pozzuoli,40.84394,14.0952
Port of Ravenna,44.41344,12.20121
Port of Salerno,40.67545,14.79328
Port of Trieste,45.64953,13.77678
Port of Kingston,17.99702,-76.79358
Port of Montego Bay,18.47116,-77.91883
Port of Aburatsu,44.02127,144.26971
Port of Akita,39.71667,140.11667
Port of Chiba,35.6,140.11667
Port of Fukuyama,34.48333,133.36667
Port of Hachinohe,40.5,141.5
Port of Hiroshima,34.4,132.45
Port of Hitachi,36.6,140.65
Port of Hososhima,32.43333,131.66667
Port of Imabari,34.07001,133.00023
Port of Imari,33.27362,129.87877
Port of Iwakuni,34.16297,132.22
Port of Kanazawa,36.6,136.61667
Port of Kashima,35.96536,140.64474
Port of Kawasaki,35.52056,139.71722
Port of Kochi,33.55,133.53333
Port of Kumamoto,32.80589,130.69181
Port of Maizuru,35.45,135.33333
Port of Matsuyama,33.83916,132.76574
Port of Miike,33.05207,130.47791
Port of Mizushima,34.5298,133.73896
Port of Muroran,42.31722,140.98806
Port of Nagasaki,32.75,129.88333
Port of Nagoya,35.18147,136.90641
Port of Naha,26.21667,127.68333
Port of Naoetsu,37.18333,138.25
Port of Niigata,37.88637,139.00589
Port of Oita,33.23333,131.6
Port of Omaezaki,34.59882,138.21934
Port of Onahama,36.95,140.9
Port of Otake,34.20754,132.22063
Port of Otaru,43.18944,141.00222
Port of Sakaiminato,35.53774,133.23094
Port of Sakata,38.91667,139.855
Port of Shibushi,31.476,131.10114
Port of Shimizu,43.00611,142.88472
Port of Takamatsu,34.33333,134.05
Port of Tokushima,34.06667,134.56667
Port of Tokuyama,34.05,131.81667
Port of Tomakomai,42.63694,141.60333
Port of Toyohashi,34.76667,137.38333
Port of Tsuruga,35.64547,136.0558
Port of Ube,33.94306,131.25111
Port of Wakayama,34.23333,135.16667
Port of Yatsushiro,32.50439,130.59952
Port of Yokkaichi,34.96667,136.61667
Port of Mombasa,-4.05466,39.66359
Port of Tarawa,1.3278,172.97696
Port of Moroni,-11.70216,43.25506
Port of Tripoli,34.43352,35.84415
Port of Klaipeda,55.7068,21.13912
Port of Riga,56.946,24.10589
Port of Bingazi (Benghazi),32.11486,20.06859
Port of Misurata,32.37535,15.09254
Port of Tripoli,32.88743,13.18733
Port of Agadir,30.42018,-9.59815
Port of Nador,35.16813,-2.93352
Port of Tanger Med,35.82674,-5.56323
Port of Antsiranana,-12.31732,49.29188
Port of Majunga (Mahajanga),-15.71667,46.31667
Port of Tamatave (Toamasina),-18.1492,49.40234
Port of Tulear (Toliara),-23.35,43.66667
Port of Kwajalein,8.77479,167.73919
Port of Yangon,16.80528,96.15611
Port of Yangon,16.80528,96.15611
Port of Fort-de-France,14.60365,-61.07418
Port of Nouadhibou,20.94188,-17.03842
Port of Nouakchott,18.08581,-15.9785
Port of Plymouth,16.70555,-62.21292
Port of Port Louis,-20.16194,57.49889
Port of Bintulu,3.16667,113.03333
Port of Kota Kinabalu,5.9749,116.0724
Port of Kuching,1.55,110.33333
Port of Labuan,5.28883,115.26924
Port of Malacca,2.196,102.2405
Port of Pasir Gudang,1.4726,103.878
Port of Sandakan,5.8402,118.1179
Port of Sibu,2.3,111.81667
Port of Tawau,4.24482,117.89115
Port of Beira,-19.84361,34.83889
Port of Maputo,-25.96553,32.58322
Port of Nacala,-14.56257,40.68538
Port of Quelimane,-17.87861,36.88833
Port of Walvis Bay,-22.9575,14.50528
Port of Apapa,6.4488,3.35901
Port of Calabar,4.95893,8.32695
Port of Lagos,6.45407,3.39467
Port of Port Harcourt,4.77742,7.0134
Port of Corinto,12.4825,-87.17304
Port of Gjemnes,62.89225,8.08604
Port of Salalah,17.01505,54.09237
Port of Sohar,24.34745,56.70937
Port of Almirante,9.30091,-82.4018
Port of Balboa,8.94814,-79.56672
Port of Coco Solo,9.37091,-79.88168
Port of Manzanillo,7.53667,-81.16667
Port of Callao,-12.05659,-77.11814
Port of Ilo,-17.63185,-71.34108
Port of Iquitos,-3.74912,-73.25383
Port of Matarani,-16.99639,-72.10563
Port of Paita,-5.08917,-81.11444
Port of Pisco,-13.71029,-76.20538
Port of Alotau,-10.31509,150.45742
Port of Buka,-5.43261,154.67098
Port of Kimbe,-5.55085,150.13766
Port of Lae,-6.72333,146.99611
Port of Port Moresby,-9.47723,147.15089
Port of Rabaul,-4.20037,152.16297
Port of Wewak,-3.54964,143.63229
Port of Bacolod,10.66667,122.95
Port of Cagayan de Oro,8.48222,124.64722
Port of Cebu,10.31672,123.89071
Port of Cotabato,7.22361,124.24639
Port of Dumaguete,9.30722,123.30261
Port of Manila,14.6042,120.9822
Port of Ozamis,8.1481,123.8405
Port of Polloc,7.3534,124.22088
Port of Puerto Princesa,9.73917,118.73528
Port of Subic Bay,14.78899,120.27987
Port of Tagbilaran,9.65556,123.85219
Port of Zamboanga,6.91028,122.07389
Port of Gwadar,25.12163,62.32541
Port of Karachi,24.8608,67.0104
Port of Gdansk,54.35227,18.64912
Port of Szczecin,53.42894,14.55302
Port of Koror,7.33978,134.47326
Port of Arkhangelsk,64.5401,40.5433
Port of Dudinka,69.40583,86.17778
Port of Kaliningrad,54.70649,20.51095
Port of Korsakov,46.6342,142.77722
Port of Magadan,59.5638,150.80347
Port of Petropavlovsk-Kamchatskiy,53.04444,158.65076
Port of Vladivostok,43.10562,131.87353
Port of Jubail,27.0174,49.62251
Port of Port Victoria,-4.62001,55.45501
Port of Port Sudan,19.61745,37.21644
Port of Helsingborg,56.04673,12.69437
Port of Varberg,57.10557,12.25078
Port of Singapore,1.28967,103.85007
Port of Koper,45.54694,13.72944
Port of Freetown,8.48714,-13.2356
Port of Dakar,14.6937,-17.44406
Port of Berbera,10.43959,45.01432
Port of Kismayu,-0.35817,42.54536
Port of Mogadishu,2.03711,45.34375
Port of Paramaribo,5.86638,-55.16682
Port of Paramaribo,5.86638,-55.16682
Port of Acajutla,13.59278,-89.8275
Port of San Salvador,13.68935,-89.18718
Port of Lome,6.12874,1.22154
Port of Sriracha,13.17372,100.93111
Port of Bizerte,37.27442,9.87391
Port of Sfax,34.74056,10.76028
Port of Sousse,35.82539,10.63699
Port of Tunis,36.81897,10.16579
Port of Aliaga,38.79975,26.97203
Port of Derince,40.75694,29.81472
Port of Haydarpasa,40.99596,29.02459
Port of Yarimca,39.08361,31.14194
Port of Anchorage,61.21806,-149.90028
Port of Beaumont,30.08605,-94.10185
Port of Boston,42.35843,-71.05977
Port of Brunswick,40.48622,-74.45182
Port of Camden,39.92595,-75.11962
Port of Charleston,32.785017342563,-79.9244266752731
Port of Cleveland,41.4995,-81.69541
Port of Corpus Christi,27.80058,-97.39638
Port of Dutch Harbor,53.8898,-166.5422
Port of Everett,47.97898,-122.20208
Port of Freeport,43.85702,-70.10311
Port of Galveston,29.30135,-94.7977
Port of Gloucester City,42.61405,-70.66313
Port of Jacksonville,30.33218,-81.65565
Port of Kodiak,57.78852,-152.40533
Port of Los Angeles,34.05223,-118.24368
Port of Miami,25.77427,-80.19366
Port of Mobile,30.69436,-88.04305
Port of Morehead City,34.72294,-76.72604
Port of New Orleans,29.95465,-90.07507
Port of Panama City,30.15946,-85.65983
Port of Portland,45.52345,-122.67621
Port of Portland,45.52345,-122.67621
Port of Savannah,32.08354,-81.09983
Port of Seattle,47.60621,-122.33207
Port of Tacoma,47.25288,-122.44429
Port of Tampa,27.94752,-82.45843
Port of Vancouver,45.63873,-122.66149
Port of West Palm Beach,26.71534,-80.05337
Port of Wilmington,39.74595,-75.54659
Port of Montevideo,-34.90328,-56.18816
Port of Saint Thomas,18.3419,-64.9307
Port of Haiphong,20.86481,106.68345
Port of Port Vila,-17.73648,168.31366
Port of Santo,-15.51989,167.16235
Port of Apia,-13.83333,-171.76666
Port of Aden,12.77944,45.03667
Port of Mukalla,14.54248,49.12424
Port of East London,-33.01529,27.91162
Port of Port Elizabeth,-33.96109,25.61494
Port of Richards Bay,-28.78301,32.03768
Port of Bastia,42.69811230218545, 9.456459311785457
